,0
0,65.11461228764904
1,94.26833802835799
2,136.7166971252232
3,61.69909606930916
4,71.64884406379508
5,111.13811769036074
6,209.38849441012718
7,59.420833426342256
8,117.33276454554762
9,59.63790712449535
10,127.36110906234654
11,159.83434836215326
12,146.5812796868248
13,88.31619669528443
14,75.76391698407588
15,81.65796479216823
16,170.0385709264051
17,121.23188337378703
18,97.53792154407992
19,96.19588252654506
20,108.3518324392944
21,154.60115238710762
22,78.32838186295695
23,161.80743623949908
24,84.62701492661067
25,85.80794911688764
26,113.23400462024351
27,90.90665157926679
28,80.12523372260262
29,42.371811324364046
30,142.7282513436573
31,47.102529618844194
32,127.91805737258682
33,148.91047889246008
34,79.5394486842428
35,128.6075193038016
36,71.22354346567897
37,64.8250744273151
38,97.32648488604
39,122.7018724673062
40,64.45088034906091
41,86.98216183221655
42,116.76218015166852
43,48.03429197040722
44,47.5354032475815
45,60.128745908207314
46,113.16583374242961
47,113.61730742075574
48,85.60453842601359
49,131.8593727027552
50,94.27740017304043
51,77.75940413332
52,43.37418723537051
53,146.03038170367876
54,133.672389177244
55,135.39311679351133
56,119.68668773367885
57,110.40257535636898
58,136.39424753258302
59,64.00125953677568
60,117.35630714497134
61,151.96047081380593
62,59.04219258040333
63,73.90882383045215
64,131.57848764031456
65,96.10134032500288
66,95.76441187878821
67,80.19637280871447
68,66.26533842593501
69,65.03054384859786
70,123.87093394875684
71,88.69001155349896
72,105.71978808577461
73,72.3805853603137
74,160.65383983828218
75,42.27425413676511
76,107.32232022711034
77,55.08421572942353
78,197.61471046235252
79,113.07870653896346
80,93.0557213756273
81,147.4435420464331
82,73.6862722318171
83,100.70593748024541
84,168.6341495862755
85,95.56390644646149
86,119.21148175865133
87,186.7059240101785
88,88.12214513825427
89,78.64517248687527
90,44.997519100901954
91,59.89537525281098
92,145.18596886692404
93,155.98598711913715
94,116.5940618581711
95,118.27694655739121
96,111.27512377054829
97,48.70835676914293
98,185.68898556661603
99,79.45562534258053
100,118.76966804938232
101,113.92033620654222
102,52.96698684438649
103,109.29847063948698
104,59.05035183107175
105,157.35949614671785
106,54.30492275868479
107,196.70951226787548
108,166.29924000386146
109,126.41979696114399
110,72.48823081770357
111,108.62450330467192
112,92.09005009897633
113,60.94097214271101
114,60.20626229191572
115,136.25830601871235
116,88.94541270438621
117,70.99006258262297
118,163.43330139991937
119,49.54653445831305
120,64.53646769243356
121,69.8775980572827
122,182.21817568925997
123,83.63434955340445
124,94.67751410707913
125,46.00762648658677
126,76.94554438464019
127,59.64229634513165
128,86.8770124020175
129,66.18414623481983
130,70.74661447597457
131,133.6577188367869
132,171.65601243428378
133,123.88126209362483
134,83.91343710607222
135,84.66425389860724
136,125.50370988617293
137,97.33476962289006
138,138.86856338272352
139,67.67341648658368
140,163.48424830701543
141,135.6227790717218
142,66.73096200283803
