,0
0,82.88446956072552
1,88.5407558423463
2,81.21904294740173
3,73.3087525377898
4,86.76078609641247
5,91.89485228687292
6,57.19779121461549
7,59.56435897698338
8,37.42423614544041
9,99.76673305151984
10,77.31057689714015
11,92.30440409098509
12,60.316913412045366
13,95.71483919674964
14,74.00665643673436
15,72.84211696513024
16,50.94004901716224
17,105.31589310981688
18,111.90900473854863
19,49.56366847273456
20,52.85572082570684
21,85.52319531326567
22,54.75921995446812
23,119.26306028187294
24,67.47081085963055
25,68.95332331228913
26,52.01341466739561
27,122.54225546558507
28,60.443757131567914
29,92.23259476383441
30,80.31910199970186
31,59.36051082730614
32,103.15198970356218
33,57.40142517357087
34,53.601458194444724
35,107.57975288661655
36,103.58034686220367
37,92.7014645210535
38,51.97543721239505
39,115.98296297717978
40,66.41326718385348
41,47.54115912250484
42,58.24342049816926
43,41.98368739053833
44,114.45591516097792
45,51.43734301224773
46,53.1227954293679
47,111.01853493276491
48,54.43202557680758
49,75.63745298823478
50,61.966938592595405
51,61.51399627817337
52,88.49415675440167
53,101.49198693572751
54,56.63111261909517
55,112.45444671337316
56,83.71682015887224
57,132.28658597360158
58,62.69985932588299
59,48.211434318311184
60,66.28128693250231
61,70.13566907276056
62,89.30228130584734
63,69.314073535381
64,75.59210151628098
65,78.79299260559677
66,41.527270544153204
67,79.18506821526245
68,122.59075692054974
69,52.273667859259376
70,167.37388713677598
71,101.1947039766157
72,122.49845950187026
73,126.2111758441794
74,60.16369569984687
75,63.77087822442298
76,93.3773338622298
77,32.23720400490761
78,36.28550765115378
79,73.11659717520533
80,106.0772390861251
81,53.02647243018021
82,65.60602373396203
83,53.329054711062206
84,69.08984514225556
85,175.26292447934298
86,91.01454963237228
87,113.36235663183137
88,63.57539311219265
89,94.1568353212314
90,60.688387192524765
91,88.42817896458058
92,76.70416778361852
93,60.60717769212114
94,51.484899801229425
95,43.43180904077228
96,62.28979381685994
97,61.90660925718721
98,74.79180153170412
