,Values,Seasons
0,0.031220817027278986,Winter
1,0.0396636812060089,Winter
2,0.019812882633547624,Winter
3,0.04558153702963148,Winter
4,0.054011047234807694,Winter
5,0.0869771634543072,Winter
6,0.03727428291761641,Winter
7,0.08719362131664507,Winter
8,0.06048861207318216,Winter
9,0.08899410455972548,Winter
10,0.015413550746898718,Winter
11,0.033503003936624795,Winter
12,0.08961894775686746,Winter
13,0.053972538696514166,Winter
14,0.04464421089325908,Winter
15,0.06740382167773057,Winter
16,0.04963466855633716,Winter
17,0.055600565764036526,Winter
18,0.03729480683243267,Winter
19,0.05814008031436737,Winter
20,0.043076526937551644,Winter
21,0.04039542159901864,Winter
22,0.08498865206224351,Winter
23,0.08598751896448592,Winter
24,0.04737786433269993,Winter
25,0.07452536760260191,Winter
26,0.04112790946162775,Winter
27,0.03891970167732598,Winter
28,0.031236663990641726,Winter
29,0.043554039047673396,Winter
30,0.07224819443813563,Winter
31,0.02643369736730268,Winter
32,0.049358347044363066,Winter
33,0.07251328983961786,Winter
34,0.04790834758882806,Winter
35,0.062144591412758826,Winter
36,0.01569216715560768,Winter
37,0.046902464237978295,Winter
38,0.05371222461206942,Winter
39,0.05810742236635478,Winter
40,0.025652955404923468,Winter
41,0.034026583682789074,Winter
42,0.052723292490943985,Winter
43,0.04251160861503828,Winter
44,0.08626743279416932,Winter
45,0.03878128109124552,Winter
46,0.050149492504701146,Winter
47,0.06738497334777772,Winter
48,0.056825024363349685,Winter
49,0.013398763546833082,Winter
50,0.01103515500951428,Winter
51,0.022012728565289345,Winter
52,0.10231264834530635,Winter
53,0.05314605890024863,Winter
54,0.05660644134723636,Winter
55,0.047013414477924606,Winter
56,0.07721374418051535,Winter
57,0.06615057780329323,Winter
58,0.043900964504346135,Winter
59,0.015557493918899993,Winter
60,0.06353781138177168,Winter
61,0.06415426368018291,Winter
62,0.031033723712160278,Winter
63,0.08562176287327913,Winter
64,0.09911036986766913,Winter
65,0.030073494071123315,Winter
66,0.046384217089694355,Winter
67,0.07112610969570045,Winter
68,0.07455089675030757,Winter
69,0.05903965171506505,Winter
70,0.03292009246688273,Winter
71,0.07113149924292642,Winter
72,0.07783305063267519,Winter
73,0.02825785010658477,Winter
74,0.05943399562940033,Winter
75,0.04864129695849442,Winter
76,0.06782815838292147,Winter
77,0.034724954427771376,Winter
78,0.061748761781241605,Winter
79,0.07920966965780549,Winter
80,0.026665391457046963,Winter
81,0.045800587134553594,Winter
82,0.0474619954106248,Winter
83,0.035653518205195064,Winter
84,0.08769470819773273,Winter
85,0.04910287566834111,Winter
86,0.0605118217542458,Winter
87,0.0707726752893623,Winter
88,0.021333061780239783,Winter
89,0.05372867507546429,Winter
90,0.030545949999419432,Winter
91,0.05853038334378355,Winter
92,0.025771117094687677,Winter
93,0.10968505037341086,Winter
94,0.04787327786937465,Winter
95,0.05791914682783922,Winter
96,0.03558188090668382,Winter
97,0.03479341398221887,Winter
98,0.025084704174219808,Winter
99,0.05007674836651406,Winter
100,0.044006316690139075,Winter
101,0.05104960934623262,Winter
102,0.05676509264055199,Winter
103,0.04947631004332376,Winter
104,0.03464586111816881,Winter
105,0.058560132056526465,Winter
106,0.0632859284994148,Winter
107,0.043959085650125795,Winter
108,0.0660962691108517,Winter
109,0.060397476529972294,Winter
110,0.025210551407394734,Winter
111,0.05666539831955031,Winter
112,0.07987618741160916,Winter
113,0.042051009626362414,Winter
114,0.06359800268949133,Winter
115,0.059133886561527155,Winter
116,0.05524316792950456,Winter
117,0.03398528422183526,Winter
118,0.06263287847874609,Winter
119,0.05802413157919331,Winter
120,0.08435343153920549,Winter
121,0.04645109800135519,Winter
122,0.029321648480565385,Winter
123,0.04215699815652026,Winter
124,0.05867439258284829,Winter
125,0.07020229007774648,Winter
126,0.06151131839372122,Winter
127,0.01784922385682294,Winter
128,0.06237818912938271,Winter
129,0.09882340906330327,Winter
130,0.047918628627942786,Winter
131,0.039638329303587974,Winter
132,0.07054857033963188,Winter
133,0.03747124349491762,Winter
134,0.051647395559080066,Winter
135,0.0735230693975517,Winter
136,0.028862086771203548,Winter
137,0.1101670057043018,Winter
138,0.03869244886471159,Winter
139,0.04977562196030599,Winter
140,0.09148868474536168,Winter
141,0.0721127294059809,Winter
142,0.034205979088828484,Winter
143,0.05920574835505233,Winter
144,0.07258102855742934,Winter
145,0.038929558407470255,Winter
146,0.05106053972314447,Winter
147,0.03919627379892984,Winter
148,0.053527665673530234,Winter
149,0.036397158936412814,Winter
150,0.07403279941009512,Winter
151,0.029496402104174625,Winter
152,0.07560645471729611,Winter
153,0.029896051045823595,Winter
154,0.07427506963987464,Winter
155,0.026109463250647776,Winter
156,0.04401734624004637,Winter
157,0.040312385416131795,Winter
158,0.0803069014522863,Winter
159,0.020883907484594306,Winter
160,0.0965958494606206,Winter
161,0.03041979707678125,Winter
162,0.09185120228767339,Winter
163,0.06279129884915075,Winter
164,0.07722738890438724,Winter
165,0.0452988841040073,Winter
166,0.05468368568364781,Winter
167,0.04468819552892893,Winter
168,0.04366330433058002,Winter
169,0.043038595908182875,Winter
170,0.024923310473098377,Winter
171,0.056514822865692926,Winter
172,0.059482387242613205,Winter
173,0.061186532994138704,Winter
174,0.07223025143873214,Winter
175,0.06229932274368255,Winter
176,0.07943809243926224,Winter
177,0.07663719942429437,Winter
178,0.050047346457531304,Winter
179,0.04165050925468768,Winter
180,0.06388817145005561,Winter
181,0.043298257393604676,Winter
182,0.05894036966394366,Winter
183,0.06031359252471556,Winter
184,0.042679431184580854,Winter
185,0.02214361926971338,Winter
186,0.035666962146090685,Winter
187,0.05884895925273827,Winter
188,0.06445830269427585,Winter
189,0.06327588464864535,Winter
190,0.0717637810186112,Winter
191,0.08236748499952429,Winter
192,0.04742400315374966,Winter
193,0.06958197244596567,Winter
194,0.0598123065669184,Winter
195,0.04466425521940674,Winter
196,0.07688929885005365,Winter
197,0.05257375873592918,Winter
198,0.0683983410668927,Winter
199,0.03777133170874124,Winter
200,0.06642110918268085,Winter
201,0.10189695759785389,Winter
202,0.03538578129450275,Winter
203,0.033928656296681695,Winter
204,0.06570731196775648,Winter
205,0.042360516772817686,Winter
206,0.0326328583387572,Winter
207,0.05436072705532413,Winter
208,0.05426801531368394,Winter
209,0.04746265471529345,Winter
210,0.030006332394316503,Winter
211,0.0554581092533,Winter
212,0.05279294625558163,Winter
213,0.07348510144580293,Winter
214,0.09358030458394755,Winter
215,0.03392652528092926,Winter
216,0.0792839191046669,Winter
217,0.056558095846083185,Winter
218,0.07159110259923923,Winter
219,0.04929534003727057,Winter
220,0.0661255675604744,Winter
221,0.03819989198145808,Winter
222,0.06666150874222712,Winter
223,0.10182832987111226,Winter
224,0.05420445646889516,Winter
225,0.04566493750225015,Winter
226,0.06456818630746573,Winter
227,0.028909002599764432,Winter
228,0.08709412814837982,Winter
229,0.04428778475714372,Winter
230,0.0647060860342705,Winter
231,0.02604953037329117,Winter
232,0.06638590345904641,Winter
233,0.04598067787780396,Winter
234,0.0574295791715168,Winter
235,0.06441644519935846,Winter
236,0.04481761145448514,Winter
237,0.07481541163612494,Winter
238,0.06712999975197478,Winter
239,0.07311339845630789,Winter
240,0.018716551839539002,Winter
241,0.02621541205609243,Winter
242,0.07278264335669925,Winter
243,0.03380335307312944,Winter
244,0.02768070313921875,Winter
245,0.04003967003470489,Winter
246,0.04456776859702902,Winter
247,0.06725218312475814,Winter
248,0.05944534059832901,Winter
249,0.026729059376579774,Winter
250,0.09521300727385615,Winter
251,0.09515368004398936,Winter
252,0.07159610483013809,Winter
253,0.05589427412296327,Winter
254,0.05269814364374745,Winter
255,0.05315487238735085,Winter
256,0.054519884897426166,Winter
257,0.0594975958905816,Winter
258,0.03589931671918786,Winter
259,0.04716111882316294,Winter
260,0.0810290316405292,Winter
261,0.041998517430942926,Winter
262,0.013999399913539443,Winter
263,0.054236768429738944,Winter
264,0.05382004608417729,Winter
