,Values,Seasons
0,122.70643855365758,Winter
1,85.20161513876768,Winter
2,95.34689906627959,Winter
3,41.14628188899937,Winter
4,80.4560655030038,Winter
5,140.9764348450981,Winter
6,85.0392293099825,Winter
7,131.08241713391828,Winter
8,88.84602677818576,Winter
9,82.24092634454777,Winter
10,43.647490698729946,Winter
11,79.87338946731685,Winter
12,50.47626592836374,Winter
13,52.70164211119386,Winter
14,100.75729851014646,Winter
15,44.83958435480258,Winter
16,180.0286230845132,Winter
17,108.56004330736107,Winter
18,98.27686942980966,Winter
19,88.43765096210848,Winter
20,113.33827802187702,Winter
21,93.84896353841674,Winter
22,84.84948325858221,Winter
23,137.00422851308852,Winter
24,76.73318316726845,Winter
25,56.46041064667658,Winter
26,39.86087510929775,Winter
27,171.00373269653093,Winter
28,88.3263294331579,Winter
29,78.8432070629649,Winter
30,31.59583775130303,Winter
31,80.49026865615723,Winter
32,70.48340781540435,Winter
33,51.39158008917757,Winter
34,59.235098977329955,Winter
35,22.683209119898663,Winter
36,57.17954962072706,Winter
37,65.72850584754327,Winter
38,77.00457452972006,Winter
39,98.3254207188249,Winter
40,143.10401550789885,Winter
41,91.61314067767208,Winter
42,117.03041984975295,Winter
43,61.39414140161571,Winter
44,77.05998159189959,Winter
45,52.474279794318676,Winter
46,54.82490571093296,Winter
47,44.89227249551173,Winter
48,122.98971604950053,Winter
49,55.34093678711356,Winter
50,67.89439632876287,Winter
51,42.6641512664675,Winter
52,104.85545262561848,Winter
53,137.80171922231446,Winter
54,100.38545619707294,Winter
55,64.70291334916028,Winter
56,99.28791622714036,Winter
57,77.4628551587117,Winter
58,95.88364061864739,Winter
59,32.93467325930554,Winter
60,54.26940738673326,Winter
61,75.08912697326073,Winter
62,69.88019394163199,Winter
63,84.76874843687652,Winter
64,42.72262941623619,Winter
65,66.89857902281956,Winter
66,148.088893969691,Winter
67,38.08081168407828,Winter
68,35.47433657074062,Winter
69,88.94321391282243,Winter
70,58.82231320094167,Winter
71,45.67956313840184,Winter
72,96.28067567661489,Winter
73,76.49185641194097,Winter
74,124.68984177271724,Winter
75,73.02652246068705,Winter
76,73.23914840827547,Winter
77,70.25902432904272,Winter
78,68.96393937795654,Winter
79,62.40097581784477,Winter
80,71.09592348611865,Winter
81,93.29379647553205,Winter
82,92.72082054391406,Winter
83,27.60987576523777,Winter
84,86.35712899279147,Winter
85,103.72429956428317,Winter
86,47.353216635739884,Winter
87,116.18209182171316,Winter
88,66.9409265416517,Winter
89,103.93668052873997,Winter
90,78.13148245393576,Winter
91,117.13065704226513,Winter
92,84.40488779333954,Winter
93,39.3663328459925,Winter
94,127.48941462755869,Winter
95,38.15622383851571,Winter
96,72.23689720397904,Winter
97,78.22608009984982,Winter
98,94.37903310770893,Winter
99,84.89946421094552,Winter
100,119.49423756560363,Winter
101,40.88533079715506,Winter
102,65.4158342761403,Winter
103,60.75629598491986,Winter
104,71.65260875595327,Winter
105,56.99617309686466,Winter
106,75.18365454726148,Winter
107,85.74688427298105,Winter
108,77.68499770247357,Winter
109,54.95991528350848,Winter
110,57.41849909043878,Winter
111,97.18685351393911,Winter
112,59.857266153207675,Winter
113,51.70150248542873,Winter
114,113.16174920097433,Winter
115,74.45126121661917,Winter
116,65.07344833879876,Winter
117,150.0278026288129,Winter
118,96.79934048349884,Winter
119,169.49449581696538,Winter
120,72.36851618165821,Winter
121,94.9602501504931,Winter
122,107.92411055086502,Winter
123,138.12838402189243,Winter
124,35.76521055835972,Winter
125,52.94706711692582,Winter
126,91.41382829195794,Winter
127,72.55878955345527,Winter
128,42.31308081704863,Winter
129,64.12193326700398,Winter
130,155.69999209955864,Winter
131,69.73123865984783,Winter
132,90.28162201297822,Winter
133,83.46706698501372,Winter
134,50.39951788078443,Winter
135,74.33570137803426,Winter
136,66.93910972719358,Winter
137,105.45913968608734,Winter
138,125.60591195782632,Winter
139,46.91976588600701,Winter
140,79.66537200130037,Winter
141,120.9520463469548,Winter
142,78.33172820722307,Winter
143,35.85537242253993,Winter
144,53.169227652317126,Winter
145,57.84264292886165,Winter
146,80.607899895518,Winter
147,39.47390752954639,Winter
148,79.14428696327352,Winter
149,90.44593991104568,Winter
150,50.373988182526205,Winter
151,26.848610030738385,Winter
152,101.9735968987788,Winter
153,66.7889955244716,Winter
154,70.7039792358232,Winter
155,65.33102746192375,Winter
156,78.28156948741483,Winter
157,96.23882254519621,Winter
158,111.76690389786714,Winter
159,66.01716753610108,Winter
160,107.63252141729745,Winter
161,42.476741225542476,Winter
162,53.19117974135449,Winter
163,93.46380413497823,Winter
164,30.54805669930769,Winter
165,90.40612468525852,Winter
166,143.2595874194552,Winter
167,59.80483832007201,Winter
168,88.29527136039573,Winter
169,112.97344475423657,Winter
170,93.57980268230911,Winter
171,59.330819546596764,Winter
172,91.90560391007041,Winter
173,57.6055716517383,Winter
174,129.19549570830915,Winter
175,42.9623083087697,Winter
176,86.30604575720409,Winter
177,113.31617538905994,Winter
178,85.62814652565655,Winter
179,32.13190204774007,Winter
180,31.980037656868593,Winter
181,97.86538894704101,Winter
182,52.09248673694561,Winter
183,82.77041356029285,Winter
184,100.12405431581693,Winter
185,25.243564929021485,Winter
186,48.8267866568946,Winter
187,84.23949706615662,Winter
188,54.048844238986014,Winter
189,95.77842289629227,Winter
190,78.9885492488644,Winter
191,70.9217041845271,Winter
192,124.34119844243732,Winter
193,52.72430476615473,Winter
194,47.4761414136822,Winter
195,92.47314343253856,Winter
196,167.28210690164812,Winter
197,120.08593585722004,Winter
198,53.49273639653136,Winter
199,57.05224550487306,Winter
200,109.50343413676293,Winter
201,69.78010232546978,Winter
202,113.15901646506569,Winter
203,45.43009019183101,Winter
204,129.94054781278567,Winter
205,93.43994964550586,Winter
206,93.9359247377374,Winter
207,51.816126162126416,Winter
208,87.72774043423911,Winter
209,55.07591758169443,Winter
210,47.97276146279308,Winter
211,67.59227106559649,Winter
212,95.24727726535744,Winter
213,83.67464183727645,Winter
214,77.16603826198013,Winter
215,100.08750637205229,Winter
216,43.73273330225527,Winter
217,117.48855286871748,Winter
218,58.67511606337082,Winter
219,78.12591953757786,Winter
220,60.71228163377474,Winter
221,17.635958398347544,Winter
222,121.20092649880004,Winter
223,61.791187518824046,Winter
224,146.72502205740005,Winter
225,128.0229341417235,Winter
226,79.48206228574986,Winter
227,58.72246307061338,Winter
228,54.46221083491503,Winter
229,41.25180370145519,Winter
230,61.41650817868831,Winter
231,81.54938666514185,Winter
232,125.91717119387623,Winter
233,88.8589608647053,Winter
234,28.72543611046615,Winter
235,54.28699596223524,Winter
236,44.15071133766155,Winter
237,93.10128047545335,Winter
238,46.08070566555905,Winter
239,86.59663878597657,Winter
240,91.95717486293927,Winter
241,16.383672417198387,Winter
242,77.78895589064786,Winter
243,123.06945368281633,Winter
244,77.17040504323376,Winter
245,43.81727781329498,Winter
246,72.20583209090852,Winter
247,69.62564787144962,Winter
248,52.081786895035805,Winter
249,69.04182189313669,Winter
250,103.06810499833377,Winter
251,87.3747439321109,Winter
252,72.79668777859986,Winter
253,101.84390209505048,Winter
254,84.87051047799761,Winter
255,72.92184673281841,Winter
256,51.06309553674449,Winter
257,65.84161461428651,Winter
