,CdS,CrS,NiS,CuS,ZnS,MnS,HgS,AsS,PbS
0,0.13014514306781066,0.22735154525171725,0.8341866987457826,2.137488076071453,0.42463905716030664,1.934462709324647,0.16121922603498828,0.09520559649278881,1.0958232271206496
1,1.1529984896740968,0.8296116519806809,0.296928034364273,1.1928006180149098,0.7897835506753357,2.3533969763753007,0.07385271527407619,0.12696937879006978,2.4189595038152603
2,0.8151364669905297,0.3986916626095761,0.6355673313456132,1.5071800635339145,0.5714960440608099,1.5748170768944414,0.1693746746391045,0.1414949864383464,0.7419432241636511
3,1.3583523338884402,0.6361944305290246,0.08576777858816756,0.5893944658023083,0.8255339746781761,3.9117665574286304,0.055202632136955816,0.09567741027907206,0.412108074132074
4,0.3849732952543825,0.007485962552250258,0.22340439546095436,0.48380567639540123,0.2840524258457964,2.0436115103378922,0.06285578861074133,0.10669895316863783,0.9014660222773955
5,0.7320297249619809,0.31832220275199846,1.0126948748927216,1.40219774803221,0.5584313185619847,3.4327449668426664,0.04536517029407186,0.04020352315495747,0.39008887467576475
6,0.9795562572634655,0.28486158852732335,0.19229378556451235,1.0721101014724053,0.5220934336249844,2.517480334456368,0.022740423883428534,0.07670884829853497,1.4648567326738844
7,0.4634419794687572,0.2779031699744648,0.49757051043527445,0.9252965191728,0.16275158376752236,1.9313085412937518,0.14175058769901283,0.1164573153414686,0.3864387509141319
8,0.26485783863483836,0.19100968624517672,0.32664967477443724,0.2528359204493158,0.42314334110308194,1.0121289840008458,0.12914021847551196,0.053567464261559,1.2123503348213045
9,0.6504407868106268,0.6502179411125235,0.34836211555944824,1.903518332060543,0.5243610066295873,3.8122998006436353,0.11623950633646664,0.06575543355563723,1.1556960957693692
10,0.07400559095160042,0.08648650361770349,0.40563650144988767,1.2371527342098843,0.7686528973504116,2.657179982778512,0.17864882723670855,0.06497789773333658,1.7121143145671311
11,1.2091857251453146,0.24622522412418008,0.36310157806468907,0.7916413528449919,0.3669187803230678,2.7842146240351338,0.21356292952726807,0.09692479300598679,1.928059427890166
12,0.189299290669089,0.316781453092966,0.6898007795466947,0.7991816000394426,0.6836882970098725,1.0299546631517158,0.25310404468710135,0.08181978848236568,0.8204260793473537
13,1.2984136791129153,1.2339611910460269,0.24341417309806251,0.7820087604365709,0.8217167101910776,0.9077785045260297,0.14915733764004757,0.09132079672746714,0.2618706596356082
14,1.2551680570475023,0.49091190445998223,0.5985537484375282,0.05600874782200149,0.8223104573092498,0.9770208944537179,0.22545654452621167,0.1328182248153678,1.1244259362752373
15,0.7443961115408413,0.7982420661767895,0.2797576372540058,1.4325901800646723,0.5288398090555142,1.0268348459496224,0.09777333161193014,0.07224287163618992,0.6171521288821831
16,1.194377434130625,0.2356742124639257,0.345524298251286,1.532502588999267,0.41851644324620546,2.0003981632984438,0.20386367382579815,0.14666407802510384,1.0692470751694865
17,0.4588955244861456,1.0163932275626784,0.5421024130602783,0.8499734200441234,0.7012623023179716,2.166555988593709,0.1020782276942865,0.09945312765843883,1.7749597307940983
18,0.44603610998726767,0.1081552489936502,0.020123858683712303,0.3111349164133832,0.5258073027980218,1.8237900800110494,0.0542343699901177,0.09136002043323062,2.1250665132337474
19,1.7481616658742118,0.2098135082060936,0.19274014713047616,0.5430684784376014,0.3191104556270159,2.346982737121931,0.1504685776046097,0.13990271771779386,0.8537241947614524
20,0.5904604424093729,1.71895755167006,0.518145807492056,2.3430093596387036,0.2013058482737437,1.895632993837576,0.1161655850808346,0.03163620655312787,1.7345492824194046
21,0.8250785156419287,0.9783403984446573,0.4852304534183802,0.7941264383672638,0.4491696743503091,2.811269345681155,0.03295838121147335,0.11218219261950932,1.432817869021747
22,0.6055263793945351,0.46238540429974867,0.7030368422232384,1.5034330802807774,0.3203392068883557,0.8223653378444794,0.1654734732494609,0.08853725021945746,1.4139385331382004
23,0.6936205977884754,0.25458203149852365,0.6064582609529121,1.7343613507856799,0.18426944045018817,0.0733400954822443,0.0818422330653826,0.13456280765427908,0.6442830091247373
24,0.3823360012600887,0.21018019058207352,0.7975064987900313,0.847735994575496,0.3402708671225281,2.0048191527672587,0.13584629886935645,0.09434853804751644,0.8964745928578092
25,0.28026458098823814,0.8487000280328008,0.03874086799438531,1.1472090964515749,0.5452140327270267,1.3289933035330561,0.01639307437517251,0.09068393141215773,1.951378733093539
26,1.0032258367899962,0.27751358459628583,0.24262727271707552,1.9565085340707626,0.6326258954478494,3.644317902663702,0.007783067821416842,0.08324831447554931,0.8081755324591938
27,0.5423375078654589,0.1961413887510564,0.8913732548004882,1.1377915336378235,0.5334663038559743,1.4809671875872803,0.28115071046842144,0.07226384378505929,1.313884808521721
28,0.5532945890037733,1.4284583872291239,0.1916322044349305,1.1830898727404104,0.37456085594731553,1.7653951550593405,0.09275203031452507,0.09243977057125928,1.6964270065139044
29,1.0670733447465741,0.7028107226431317,0.39146085046887824,0.32006532724090553,0.4670854568835182,1.7834363561639106,0.14262436143244892,0.013183161398039642,0.30315078797149186
30,0.028837993855923116,0.42761373888356685,0.5503790255892439,1.6933297589086258,0.3521474267521881,1.9752047006131455,0.1425140654433569,0.07750370126744648,2.285429835305643
31,1.3948503308857199,0.5368228579144185,0.03333874255086999,1.0928326388298284,0.8005077495959042,4.145604760017185,0.1527612590758871,0.0656132661052239,1.9956696411013575
32,0.06812367486460547,0.9810425486513206,0.6302233117656623,0.554959354337428,0.4199900854251194,2.4945987757165153,0.1114025544415487,0.06806862379582236,2.864012626575569
33,1.870923546540076,0.6611915428287591,0.42540893752017517,0.8820024939192297,0.5728536498850406,2.614414175448602,0.08232246370050528,0.05103448648245999,1.142091756914593
34,0.10600405312920197,0.5496982969557488,0.78020160590155,2.2322381462314733,0.49558747505404194,2.009718027814238,0.10334240319562865,0.12001415942387875,1.0330153549175511
35,1.2145643907363952,0.842016118031492,0.680583036823446,1.7094906608636444,0.7656012879262567,1.0442662148783943,0.11846050736400318,0.06386457039476458,0.5320852806328087
36,0.7708628395756683,0.2968933032211707,0.3585226660156755,1.4507186308398012,0.7019418030697524,1.923306685842078,0.17608765437019813,0.13379563627555513,1.253991447917252
37,0.5411230536863776,0.4942327163720554,0.3486884895360948,1.033143083042362,0.7312559343379689,0.5738422951045299,0.08446048505872683,0.09011029031733263,1.0290407610449823
38,0.31994129937260046,0.2867084590940238,0.6817655620244627,0.9872945450815348,0.6943466883862295,0.7003396659026664,0.17940675813411355,0.12174700726795787,1.1241931174425857
39,1.2935026010504076,0.7578498093593757,0.3195984195751448,0.5374353093740902,0.5328996922693593,1.198522734381116,0.24836543036637104,0.059713177271251895,0.5049762074460669
40,0.25262103632799393,0.043860612768626295,0.7396830118248544,0.642219370749876,0.14914521072102271,0.7412361557241784,0.14432817967859357,0.10457887153474565,1.2090108978230218
41,0.4312396264877769,0.18655595204986147,0.19773240593378827,1.5574276413924792,0.4679444647190302,3.1355645369519802,0.03761380124872983,0.07050497407353078,1.3187364017116534
42,0.31850620028456517,0.47019186104792077,0.6470790108882494,0.3486505007539814,0.267912317089282,1.7229962303732438,0.26024240265654125,0.10711355975415686,0.28972867869600527
43,0.6308857101339171,0.1878334516829079,0.1683691412097582,1.792711974723914,0.29495787493202347,0.1974120930946126,0.09084986890929816,0.06933832849442984,0.8583111081165358
44,0.16318715645188703,0.6103859895212895,0.2937823701688733,1.105812203221456,0.7737484245816602,0.7342694304449462,0.025375328980759712,0.10780828349317996,1.467441681394237
45,0.9154232199553136,0.1124764289543182,0.37961903845173656,0.26629197073046174,0.36873481178877965,1.6937295398546945,0.12480661694352903,0.08586462324494845,1.756179655779668
46,1.0867414216403104,1.0165198800475803,0.8780020665573486,1.8088498508022082,0.515638182426183,0.9801392097798876,0.09178991037909502,0.07564139277449836,0.4423531973867051
47,0.34194567043297514,0.7036163608919894,0.4930117870078661,0.7659497383637606,0.6107766753542182,0.027998555526723923,0.19379558138547479,0.07804253777796337,0.25624321040640885
48,0.4908908995051596,0.7441772966042774,0.1964483592789838,1.5604714657209136,0.7068439891977378,2.9730510910355292,0.03636632951170597,0.10778434805297168,1.8045543663400534
49,1.2350019024564318,0.8257430773141113,0.17227550890092969,0.45020577301093867,0.7472590106342623,1.4465988117713549,0.16604475978147185,0.10373734224598836,0.8332394544552965
50,0.1477132102845445,0.5561698653077229,0.2740205827877384,2.1682453175135237,0.28548543862402576,0.5969514121360682,0.11467886930586602,0.08910698486451049,0.5525800253704157
51,1.6839970601852168,0.8875541693967015,0.04046094402676664,1.7774745421534939,0.4474772133553834,0.807671387196428,0.008406945758447665,0.14667216150580195,0.9557908131770212
52,1.3229732221642743,0.46326535913069755,0.43834164665372244,0.15603249832416133,0.22652015715808715,2.48913056153949,0.007223894384377635,0.04511145740625546,0.4399752764814594
53,0.5501932174238342,0.06614764721079086,0.10786453337687421,0.28129231494965345,0.5223494038531896,2.0783002468769958,0.1280282011199484,0.1059680787998291,0.23172965443546967
54,0.051796455805466435,0.3225517079797877,0.36693583881774816,0.9779555444921599,0.612320014472146,0.9156846243442909,0.08970772813799624,0.058348290164565116,0.8771813674681016
55,1.8671534234546339,0.7746560627840808,0.4505392249440455,0.05125465580571231,0.8027427777838683,0.43519272033613254,0.09235666345333894,0.06668927339860863,1.9995834823578245
56,1.0349734271314053,0.8966143662020332,0.08213177838795735,2.0518044751159197,0.5171381301489635,1.3909772419335784,0.08167157766505315,0.12936152790854677,2.266445284020205
57,0.9573478304837313,0.5480707002300494,0.2688596368721517,0.6580972045132195,0.6322586990087707,1.0491018831659193,0.14899704612497694,0.06996740214038644,0.8081542214205327
58,1.0567818591716356,0.3292333301417751,0.3585225624588657,1.3670429114516431,0.5047836788817288,1.924325491157776,0.010819399888192957,0.06510298567041714,0.4826375042782151
59,0.03785561023224501,0.3515686209344016,0.4145884050180353,0.631380581619224,0.5658068286070977,2.2622322796714394,0.11345946527271741,0.06394048939762688,0.9104805734012189
60,1.1089750826104083,0.031173478488302153,0.6507301117898816,1.5271190821847265,0.5297849469277172,2.7203400275333616,0.03703101923436164,0.08350523900785554,0.9667491633728593
61,0.06716810578694796,0.6177172827805089,0.6268697322053569,1.2483091150031265,0.7850381405940772,0.587436591880095,0.008588829548565935,0.05373608156352635,1.133969462475612
62,0.4420149187342816,0.770741002694631,0.5667758984670419,0.7828159416506462,0.4857774078951834,1.9641150036582895,0.11918115862268581,0.10613952386253142,0.03838895410163545
63,0.628165505153808,1.6863661215883687,0.3040900057415901,0.6667058041548636,0.5591369367522104,1.2575383544254368,0.064868468097434,0.13030412963980223,0.30672379038483955
64,0.8436280544635195,0.9750273060749994,0.5210792083337369,1.3128575105188915,0.44847449208176493,2.6257199027214564,0.09489225670202456,0.03859464314279209,1.130171121257732
65,1.6314898123365558,0.05645716449605365,0.5658947917535151,1.6856835628414069,0.603224643323423,1.1610985467802974,0.2580391590673737,0.06516161276855197,1.1316359274011067
66,0.4715538591611067,0.16623231972501842,0.5525573318844962,0.28653759784373045,0.7356821133591325,2.7533295449675395,0.14795008667524215,0.053546777256169166,1.2219121852906862
67,0.22440209566156014,0.1377062337095557,0.4729353141760837,0.7170709033939151,0.5639913802108352,2.875767847710463,0.010315365216097647,0.07768022653559387,1.3174183321587634
