,CdW,CrW,NiW,CuW,ZnW,MnW,HgW,AsW,PbW
0,1.3021922400482782,0.1816451694813115,1.311418472611109,1.7444850713980666,0.6448537996702977,2.533016627319351,0.06297853919550142,0.04900535655070772,0.5962377962538219
1,0.5188663210853394,0.6897290760800755,0.3306920932095123,0.5993481828276062,0.6598990324311846,1.8414997028979918,0.002364066479107557,0.031607634234362664,0.6855203005284186
2,0.7525153193109071,0.24897830675924473,0.17371603788932208,1.077054204365632,0.4960789606574361,3.314700172798504,0.09315690464388103,0.06151992985851241,0.7583118524799451
3,1.19531484108982,0.2810692500520725,0.8968061551112054,0.7215156426519036,0.8546286294141565,2.6280800531621646,0.0018837762210653503,0.12139910311331673,0.7317193607430708
4,0.5944562085212296,0.5718019013393127,0.5654580801295699,0.07438566765215437,0.23588050965773097,3.084947686040181,0.09584498714835565,0.1001410923182391,1.3012383624770383
5,0.5249357853105949,0.4782776280638141,0.26771289853733204,0.9299834784373178,0.31748574783266764,1.8527926379671,0.1471251908517687,0.14848525716173133,1.2102479381844036
6,0.2726787499750483,0.5417775968694533,0.9647647749130273,0.22565735695445488,0.31285303950660676,1.2735894794670677,0.08824096171417213,0.1444670599504173,1.1940835750444738
7,0.03734331312029926,0.1452402918240031,1.0139524988304234,1.6485878821598319,0.3968891581675442,1.9871554921679335,0.04795168670633414,0.10495880630178489,0.48776770626406396
8,1.3189749505051018,0.2716754712733639,0.8947044497979528,0.7183207066223587,0.5220526802897417,2.2274774335645082,0.1290938155050696,0.1375643047651271,0.510471130052342
9,1.1219459433845511,0.5946119858652222,0.5658637553847324,0.8406196198030516,0.7807168592918043,1.3236475856460215,0.006821586550536947,0.07944586137564606,1.2644831912535839
10,0.7596853843224021,0.1283670231670191,0.3743375392068211,0.653389818755087,0.4975345721928361,3.7688832599332462,0.15918842494196822,0.13300793219024618,1.3553345821601759
11,0.5118865937650386,0.21019143484282626,0.8010030986857537,1.1098567062654867,0.679239351845038,0.3810684477872526,0.09738099629745095,0.1381754479022566,0.4626677776457492
12,1.2462683039501639,0.18198862106768757,0.8118031091064203,0.33433287242573234,0.40937902165550993,2.135285239199162,0.06719528166854855,0.09473794808133873,1.0482217627983024
13,0.29707821427543085,0.7151579523105962,0.20757781858531527,1.0646462940120647,0.09994947998026432,3.253958652695796,0.16733272477498726,0.06339189627378597,0.651608450396601
14,0.6159754099078316,0.8844857597206772,0.006956801915791844,1.4001057921389408,0.4980590743215228,1.4932514426817922,0.07647100468942283,0.04200835616036627,0.9516530777187928
15,0.4927338082052213,0.4088783833620712,0.14538286772572517,0.6798727415757768,0.6017451877567398,1.10111129566249,0.02860855153564517,0.025077662608297024,0.20582302527946605
16,0.26115411499198643,0.8837485559239767,0.30413047793305154,0.9191005626174078,0.522952542399518,1.4112734886271991,0.04666441824921839,0.08922594745476663,0.9781000709307714
17,0.11249076783741968,0.8232407040854884,0.41153103754312154,0.07947021160586054,0.25687963049361495,0.2488030976478688,0.0025290010083073994,0.10682241610483846,0.19748220350860968
18,1.2534022835870362,0.724271474007105,0.30852490827542267,1.7046664215966407,0.7604129196791939,0.9805091916008953,0.11111316818977485,0.04394522707188688,0.48398401759358406
19,0.49443158338699056,0.2349688750683379,0.436753889879642,0.4056456145669811,0.22197361876926192,1.1462154285356898,0.04665509005325369,0.18116781482556132,1.0339355616945725
20,0.590150655211474,0.3884079940055906,0.12103586757842671,1.1313799089106165,0.6474837968461825,4.137992443949168,0.09970661343792486,0.1056170761674362,0.6492488395590488
21,0.02729584259251755,0.41729206630166943,0.6973213565534724,1.1756495378268994,0.24507340583350679,2.5452723078870565,0.08352283466756633,0.1496150697973134,2.0069583765330434
22,0.7328563118493203,0.41258925442391137,0.4949354700428632,0.9194964861738144,0.48275283805195646,1.7708936054664193,0.10740101289216081,0.17046753880351856,0.5939270411465504
23,1.4658360235945422,0.21836492521985407,0.46242625623087324,0.7791483231937102,0.3200769338304912,2.9028479316540414,0.0476395900119367,0.137556461770861,0.4090862844477765
24,0.24819714545613253,0.23254880864962263,0.18220928521451246,0.8156473291152879,0.3732256113431672,0.4809481550059833,0.1017764328699752,0.0359716548747995,0.9430360701696793
25,0.48337230385528274,1.28158494538083,0.1769375765381347,1.3272033692148624,0.4414047697226606,0.3550253640214067,0.09008863524789132,0.10057260359670574,0.9520086266641083
26,0.36759998022991763,0.6209643597220624,0.7782897059834619,1.8958698920488968,0.4462185657923762,1.1369636209795235,0.05597877242462504,0.15804033277682922,1.0466274535132645
27,0.8482291512201314,0.4179132662310987,0.40847727350471214,1.13370326498615,0.6389246263577332,3.136443227080091,0.06784331947745537,0.11000041516392678,0.10357541510726354
28,0.6077825085593145,0.28589513364815405,1.3236493389167225,0.8692905055441003,0.5508272846566593,2.0831629547241315,0.18341482726659428,0.18695533113184104,0.03868576759380293
29,0.8849349790089281,1.0287778289109846,0.09312292454334603,0.10297898193617572,0.2661704850108614,1.7155965161896465,0.054466652884441316,0.15285333717167204,0.31860245798239273
30,0.31065732684289377,1.0519091417485782,0.41177800581627294,0.8924021119192892,0.4297515453549477,0.6157173204217574,0.15284231384431685,0.16048725766707872,0.5842315598195245
31,0.5650448561581976,0.4803282897315752,0.3382898399756748,0.7274402277165394,0.28942447879972466,3.008269366814203,0.07347235485926659,0.08492189342019518,0.629894346870937
32,0.577415475199189,0.5361373380194695,0.01494160676115347,1.4198342778907485,0.24571447962965134,2.033018620335725,0.09329348400847913,0.16220120433139879,0.865231228526919
33,0.955113075318496,0.29092955133852355,0.17559471899564644,1.751935610138395,0.7335281213891219,0.5215335079581018,0.1204662376184828,0.09732120181820962,1.331924222692718
34,0.6829571290238244,0.2516664688938328,0.35566118397509355,1.2410047164047318,0.9424754143765866,1.8776792794628476,0.0858998629143192,0.1638626976645492,1.3154431120755499
35,0.4805270518992443,0.37969387446438224,0.11465184625359215,0.804326674547167,0.0099765452647958,2.110017956993115,0.026839449232669406,0.06676445035692166,1.2575483376592818
36,0.48450125987744863,0.6026397604975413,0.3762556136310936,0.21810135349413218,0.6555341162374717,0.3825153636328298,0.0637381774661951,0.04120629624823348,0.29514648528604753
37,1.3020673437268089,0.3697472609399517,0.6277020933066473,0.014470710195680137,0.42911139762219536,2.8232944713723684,0.09534356117525285,0.1563931349495889,0.33025131899123883
38,1.1068373742891295,1.0502576812021354,0.3923489055983775,1.0273563565408441,0.5244993580810501,2.2866070974086763,0.16432007801408227,0.07885884261543505,0.6306135784485944
