,0
0,0.03762476057170187
1,0.04073783200080102
2,0.047225124499775575
3,0.06082824006289015
4,0.06917562743570503
5,0.022351935800181952
6,0.05138491125574622
7,0.04009169791721588
8,0.04527084005684353
9,0.044044129040349524
10,0.024434764283582933
11,0.04838978819031153
12,0.0637257391614403
13,0.07311515741408295
14,0.03196172638625742
15,0.06884483463403414
16,0.029207482476529018
17,0.03367792128022361
18,0.0763039904405037
19,0.07692264154069262
20,0.04475439648206989
21,0.04609843488499607
22,0.07127486433887875
23,0.04235707425655362
24,0.026874185296621243
25,0.04493534011740717
26,0.02113901916487773
27,0.06425130136682748
28,0.029354350151703797
29,0.03387031210223735
30,0.022831419417822792
31,0.0323679431708925
32,0.03706917222058559
33,0.08098368571262335
34,0.07212030019744807
35,0.03596987323946127
36,0.044909219331007784
37,0.03394926429181406
38,0.061460610685835665
39,0.03817884853200782
40,0.03865535296465382
41,0.041352557616267785
42,0.040783502549149274
43,0.03694702761360506
44,0.053574991362165585
45,0.027024876501671072
46,0.04681467252295511
47,0.03251134240172737
48,0.07098762947216468
49,0.0488219935543379
50,0.01779656494816341
51,0.02405329983811028
52,0.05518326683954847
53,0.04744090351974333
54,0.0760111839569549
55,0.03835692035768189
56,0.0492122468383096
57,0.06373044420081153
58,0.031435611666456365
59,0.060672722363914355
60,0.04833646467260168
61,0.03905486891002137
62,0.0721489514130424
63,0.030477661716201514
64,0.04721933098642561
65,0.052481627245773294
66,0.06615253560112648
67,0.06640206012260727
68,0.06378241304864841
69,0.040620137823012395
70,0.05350929146233566
71,0.028781475159907675
72,0.039323027582750615
73,0.0386299444849142
74,0.045692883123483644
75,0.04397902772602216
76,0.04767268585714819
77,0.057508403902979385
78,0.07387454399359494
79,0.04337152058914178
80,0.040615754502466093
81,0.026791280495495083
82,0.06383827741710871
83,0.05750362936759039
84,0.06072321042911236
85,0.041545747296402535
86,0.04333366862100223
87,0.05239355697923791
88,0.04814847013216092
89,0.05290447884615461
90,0.05795875923229721
91,0.0638581287414334
92,0.05651251086972981
93,0.039279404071371454
94,0.03558000944259671
95,0.07732096870791463
96,0.053504727572274945
97,0.06364008951720032
98,0.015281445700672285
99,0.06525316876424142
100,0.0600293178170449
101,0.03835975833621019
102,0.05829673615625326
103,0.03532774538609057
104,0.04767285655434503
105,0.061088786761408394
106,0.06123742392609197
107,0.03290996595132039
108,0.04551875668747557
109,0.04817881034838356
110,0.04934837941019785
111,0.042333325108374766
112,0.030033012476571096
113,0.06479476827866282
114,0.05002914660091527
115,0.07741341432324661
116,0.037686752299076975
117,0.04735808981737534
118,0.04275961211279046
119,0.04760759077235306
120,0.024087863877184604
121,0.06375252700810864
122,0.043516118246538796
123,0.03116368170267364
124,0.05280139502759143
125,0.019198586991656368
126,0.053471107862596304
127,0.02853983074768911
128,0.08955653568347255
129,0.0621525273314765
130,0.06128293760725507
131,0.04644206562739574
132,0.04273499103657326
133,0.042253061888224065
134,0.03735553673762136
135,0.0774148610206872
136,0.05266113268699986
137,0.07722209439215523
138,0.07800096449248554
139,0.0709254220485144
140,0.05683364803328033
141,0.08720043659636659
142,0.07843578595934328
143,0.08195049984381883
144,0.04372040974772978
145,0.04996379268471749
146,0.03726527454677014
147,0.038711237233962165
148,0.04418693026114057
149,0.043925618723473045
150,0.05138231227037357
151,0.013407503992519502
152,0.03541864760119667
153,0.04662173428556773
154,0.025608835174497257
155,0.037247502262646774
156,0.05635052772183827
157,0.018584576359137545
158,0.03393991525073544
159,0.05576091154511727
160,0.04349873161346003
161,0.033454281144579504
162,0.0344558595439574
163,0.04786690064869965
164,0.038802594674312824
165,0.01624475717496323
166,0.058270537883591614
167,0.042122150979895405
168,0.051539143078389096
169,0.04739073481704299
170,0.044668026981342604
171,0.02905798114837012
172,0.061306149907255775
173,0.02290416634104836
174,0.05194656814233808
175,0.03311239462973753
176,0.02312154188594109
177,0.027198037638406867
178,0.0691220140802675
179,0.036401882753457696
180,0.09078845827078134
181,0.04365971065569071
182,0.03661144491392268
183,0.0575225112927005
184,0.054936624577241466
185,0.02774678008633638
186,0.06902905592112428
187,0.045931482811621245
188,0.04446081629463077
189,0.06155328912633355
190,0.04537371289344908
191,0.07276948363405052
192,0.06785191682510497
193,0.03465564196642288
194,0.033797380154901885
195,0.02725178961173831
196,0.03423930320127917
197,0.06643778692328886
198,0.05134858010043709
199,0.11252882374685669
200,0.05214763234341978
201,0.049808793944871865
202,0.03777977455680636
203,0.04361027548260436
204,0.05389909022801387
205,0.0685163493647101
206,0.04050321804730932
207,0.09292221104141565
208,0.017155611779022972
209,0.06575859362468378
210,0.033333976207319926
211,0.045970831940999185
212,0.02773509396426576
213,0.05430954305333337
214,0.04042832259906581
215,0.04035116560173384
216,0.0647900058923108
217,0.047197521389996416
218,0.03011879335197857
219,0.028360154864990175
220,0.05413472843385393
221,0.03844613480783743
222,0.0671763681735471
223,0.07171836569450446
224,0.04916814928499353
225,0.045482598620912584
226,0.018280065342416087
227,0.052112144369373
228,0.055084792755916344
229,0.055802881133337354
230,0.07333268702883838
231,0.053759166306677444
232,0.06583934324037274
233,0.05762715189122711
234,0.028270270757108328
235,0.07403690280620565
236,0.014242576153747934
237,0.05425467504434717
238,0.02633577167431077
239,0.06524151837066286
240,0.05135072610347226
241,0.031114858430095982
242,0.04279186407079974
243,0.026576811249289244
244,0.073140196585946
245,0.04576701308435006
246,0.04376912628501914
247,0.045927188708474016
248,0.059662606088947454
249,0.06114667525775691
250,0.03706820405196382
251,0.029389753593693606
252,0.06970555086260118
253,0.03440855833703961
254,0.06976410819974457
255,0.07246405862034837
256,0.05557343902165206
257,0.042972404336741585
258,0.10081105702046281
259,0.05887020098568174
260,0.054247017166022836
261,0.045948419024087694
262,0.08212975256404215
263,0.04517553180801495
264,0.04519128244989487
265,0.04877266780447367
266,0.06438692618607686
267,0.05264584371258556
268,0.028671645311676736
269,0.04958966302437394
270,0.03757451980365501
271,0.05618801787664998
272,0.03353002595893015
273,0.023215830845054578
274,0.037205946484607476
275,0.05143261960862286
276,0.08863290672214726
277,0.051873398902560326
278,0.026207648625987852
279,0.03724250797746928
280,0.043829995015330386
281,0.03093701833304201
282,0.04337076059275024
283,0.05545242991542362
284,0.055011752776915245
285,0.032996480327694505
286,0.029431362073391358
287,0.05285610900414706
288,0.03641862450578832
289,0.056224750853442876
290,0.05723415350495274
291,0.05350483688744745
292,0.07468323109791002
293,0.06422555939670968
294,0.020270190067586343
295,0.03860713335188012
296,0.052981618304346625
297,0.056429257034937265
298,0.052513660069261545
299,0.024969083156788554
300,0.07486251780435715
301,0.06351248566759776
302,0.035672166094869374
303,0.06615977135873351
304,0.026627483433528883
305,0.04543580954420205
306,0.05772680101736993
307,0.08794930040873519
308,0.03784971907660529
309,0.05114750950851699
310,0.07665840095443013
311,0.040264429096892616
312,0.04459694165994388
313,0.06276781217523304
314,0.05099312844464264
315,0.061280412602009136
316,0.04132580228766265
317,0.04094022749875571
318,0.05512118660762687
319,0.042003716012901406
320,0.020063592070669926
321,0.06725055111867999
322,0.03508315937074395
323,0.05588424130640273
324,0.035146143669252505
325,0.04485129051394645
326,0.039740277911905264
327,0.05260444183059296
328,0.07624650254337552
329,0.038088799047366124
330,0.013505544629966355
331,0.044313134055120475
332,0.0358804942812299
333,0.07367126191110357
334,0.07855102377772197
335,0.06783831449803734
336,0.055300332325711375
337,0.0612491520900979
338,0.053122333415020706
339,0.020204337083671076
340,0.03503663332034988
341,0.04903484174546133
342,0.042740089695727436
343,0.023163187456336932
344,0.05316555296100399
345,0.039746457985329824
346,0.056606338742081624
347,0.02710181889807299
348,0.043124821703729915
349,0.0512588319145069
350,0.06289811716738529
351,0.05473058447186521
