,0
0,0.0369713275365532
1,0.04137976064683878
2,0.0622631744726839
3,0.05659351835688434
4,0.03316062342939005
5,0.0486517741157979
6,0.042315707303251605
7,0.02812252249722017
8,0.015831446420932288
9,0.055637681178449916
10,0.033369953852473995
11,0.026511870832273115
12,0.020666726362519355
13,0.03573034727106014
14,0.023677994018726244
15,0.0815376304686752
16,0.016945798967396536
17,0.03234764275591602
18,0.014951464626037504
19,0.053909859634900754
20,0.03309218136267035
21,0.04211811588747127
22,0.017622205035929078
23,0.030308587683966548
24,0.042340979096277875
25,0.04178704566402859
26,0.056212698573825486
27,0.02266040243424325
28,0.02976957267746222
29,0.024482575586948566
30,0.034069035093936606
31,0.0732003438306047
32,0.02629673445031849
33,0.03905264166794964
34,0.0391026665620148
35,0.044128454885077106
36,0.0663083414647908
37,0.025869059692989096
38,0.023965007573484666
39,0.03221046037222134
40,0.03885157287327346
41,0.05905754601108124
42,0.04074412181792821
43,0.020973880852909094
44,0.03077788752011406
45,0.021789579990705243
46,0.02280847192981542
47,0.04073334270646129
48,0.01653759044895124
49,0.06834629178020865
50,0.05941107033648496
51,0.06549722935989231
52,0.015968388666993096
53,0.06740104475626486
54,0.04087211932686047
55,0.0497113890396005
56,0.056774708805567536
57,0.04514775344200296
58,0.025001973277023786
59,0.01868299367431579
60,0.04174535199309186
61,0.032409369470146596
62,0.0358551754387566
63,0.04891733494003475
64,0.043177632749780745
65,0.027132717656583337
66,0.029935594726999804
67,0.018606282178830404
68,0.06441695432400985
69,0.03040554474103279
70,0.016790193364392796
71,0.031507861322050704
72,0.05583525944602849
73,0.04843707735792292
74,0.019657992517672956
75,0.05280281701018863
76,0.02862210650619299
77,0.03199947135149883
78,0.036959762214199346
79,0.06347015510672994
80,0.056445599812170705
81,0.056780293737109536
82,0.05005539931730535
83,0.05378283667420976
84,0.04100697965704206
85,0.07484289491181599
86,0.021836167800393734
87,0.03210057782999097
88,0.04605352786728735
89,0.02331795515808796
90,0.038252616403202024
91,0.04906258016870628
92,0.05920472102962811
93,0.03687282146076685
94,0.05407371805297434
95,0.027494890120289453
96,0.040811189538419695
97,0.0474170855901223
98,0.05718174856636506
99,0.05541505175921849
100,0.03218233669822895
101,0.056744915659311126
102,0.04225809879200351
103,0.05559132939204439
104,0.05778272242607986
105,0.05926013167627249
106,0.04569350673283604
107,0.03609126681926592
108,0.09741530819255713
109,0.04618761358622926
110,0.043327308687471394
111,0.020015627507180035
112,0.06140443512105418
113,0.05190587316391412
114,0.040806302996726065
115,0.05216608014915104
116,0.03677451609503365
117,0.027982855649930652
118,0.05552948143452663
119,0.023353280190037642
120,0.04063773311504758
121,0.026830336719373637
122,0.03736254227356715
123,0.035047650134276395
124,0.044146682932701686
125,0.052228979514591656
126,0.037729803755761314
127,0.04685881331807698
128,0.025921316680031017
129,0.057785657210620345
130,0.024280501101673804
131,0.060842897317442864
132,0.033184179440247874
133,0.03069403230715917
134,0.025821936143671877
135,0.06695507342525413
136,0.03893185398922688
137,0.04433316008540586
138,0.029996722523755105
139,0.044842930058306335
140,0.016227197079910934
141,0.01785951107935836
142,0.03181846897326877
143,0.023632701080630942
144,0.04289891560906943
145,0.029532183107038215
146,0.050981230300051736
147,0.0433358603569748
148,0.036641047421529495
149,0.026966756224476297
150,0.05575538785910726
151,0.032660009107945934
152,0.04168226082100035
153,0.029961960199881444
154,0.03494474858014015
155,0.05966539943277436
156,0.06832662780797487
157,0.042983475582410904
158,0.04138585801158509
159,0.055952570260683177
160,0.006555171049062695
161,0.07063805599124832
162,0.0253391733660601
163,0.05056548145370843
164,0.0456897485369217
165,0.05383880042885893
166,0.05258876667694047
167,0.022243277713795966
168,0.039831949735511976
169,0.04584823780008432
170,0.037952642884043694
171,0.05491391205803395
172,0.027632862800911834
173,0.039595942547084595
174,0.04378653730969492
175,0.04861003506918894
176,0.05271582995348678
177,0.058407654322600935
178,0.03315021196901243
179,0.02835339216864112
180,0.029552078849015947
181,0.03860811647537628
182,0.04729648370568709
183,0.02455489794627469
184,0.06021502311608926
185,0.03541481606456936
186,0.06668074830384327
187,0.043638061715731355
188,0.017952680429672213
189,0.030915610636201168
190,0.06947644877370868
191,0.06197777532745915
192,0.042410539051070575
193,0.05015707709441515
194,0.053030340309819436
195,0.05022549428086623
196,0.03210088632760968
197,0.05590632210974923
198,0.03685000622044304
199,0.054885275992151365
200,0.03534858796761367
201,0.04127084780365275
202,0.05486350417978692
203,0.04531027199068431
204,0.05594694147782023
205,0.06315939812561382
206,0.025593407457691637
207,0.05561728606672263
208,0.04667189995935227
209,0.06599030985665091
210,0.04093198443005464
211,0.05360698152881707
212,0.0696830849661717
213,0.02012306329318071
214,0.03003291217076657
215,0.054555371898732385
216,0.04462359636875157
217,0.029697570154744238
218,0.059719014922937304
219,0.03672961448382389
220,0.03142387479958038
221,0.0732769848796268
222,0.030306483681517345
223,0.021303447012650745
224,0.025504058413529825
225,0.0366820815763927
226,0.027769995707774872
227,0.02744709662840497
228,0.05970071858174617
229,0.06212513324244347
230,0.03089960599977416
231,0.036759311308267026
232,0.055592008357297745
233,0.06269938545042211
234,0.037801412579078736
235,0.022545819381796353
236,0.03878439089264632
237,0.0650491585917176
238,0.045456411688340914
239,0.01975053338136086
240,0.045307527149057565
241,0.05436600400121616
242,0.020739438924518426
243,0.014414080647053181
