,Values,Seasons
0,0.01568997868282864,Winter
1,0.02661137074748833,Winter
2,0.03716662188105681,Winter
3,0.040217534052912146,Winter
4,0.028922100344434223,Winter
5,0.029603427603654663,Winter
6,0.026602472904266844,Winter
7,0.06140402803707459,Winter
8,0.06634934490302102,Winter
9,0.02386337234354309,Winter
10,0.08166789299843533,Winter
11,0.058212435321820216,Winter
12,0.019559078596552502,Winter
13,0.04012372964455444,Winter
14,0.03810198431950684,Winter
15,0.044822088012728356,Winter
16,0.03171266914701079,Winter
17,0.019293820419632984,Winter
18,0.03806362889265949,Winter
19,0.03739433455033115,Winter
20,0.024832881861434966,Winter
21,0.021940663856490353,Winter
22,0.029153877036848,Winter
23,0.023067573288660704,Winter
24,0.042283394979473934,Winter
25,0.042992428970433774,Winter
26,0.0203930528273428,Winter
27,0.0262547660343753,Winter
28,0.02803547025680253,Winter
29,0.04812281017446477,Winter
30,0.06264562603785602,Winter
31,0.011501412758467462,Winter
32,0.03442514935749151,Winter
33,0.038515165789877175,Winter
34,0.032089285040998596,Winter
35,0.025875182262214635,Winter
36,0.019880763736882197,Winter
37,0.039531809715617844,Winter
38,0.03159270356394362,Winter
39,0.07541204431127273,Winter
40,0.028268294843610122,Winter
41,0.040460401677917694,Winter
42,0.041313875510974214,Winter
43,0.03042499108735635,Winter
44,0.06784113594168617,Winter
45,0.04683161514737897,Winter
46,0.03794418070120571,Winter
47,0.05187920501007,Winter
48,0.023767727333362874,Winter
49,0.02286825873847914,Winter
50,0.03513432063055079,Winter
51,0.062151736267523204,Winter
52,0.042272022375163504,Winter
53,0.03844313001790564,Winter
54,0.049048567619961764,Winter
55,0.0419831626539115,Winter
56,0.029110639556907236,Winter
57,0.044395598567743236,Winter
58,0.05395871804929596,Winter
59,0.04036488549533644,Winter
60,0.03879087047249345,Winter
61,0.02187940161055657,Winter
62,0.0807677516408188,Winter
63,0.04154113433386729,Winter
64,0.036856697713937445,Winter
65,0.05859961757618251,Winter
66,0.030224149248582244,Winter
67,0.06028781199447044,Winter
68,0.047441112349397366,Winter
69,0.07599092100531572,Winter
70,0.046628853089604516,Winter
71,0.01656751887787872,Winter
72,0.0429047209134384,Winter
73,0.018674632573700015,Winter
74,0.05767004953516616,Winter
75,0.02309770372095716,Winter
76,0.018966770966238018,Winter
77,0.016025054528845117,Winter
78,0.04921038696109176,Winter
79,0.032988972083775374,Winter
80,0.035664074653192,Winter
81,0.0386360764752048,Winter
82,0.04339946459763405,Winter
83,0.03309686522235207,Winter
84,0.020187426155819168,Winter
85,0.056546313397058845,Winter
86,0.022865980345094683,Winter
87,0.030916560001589904,Winter
88,0.034554676037685084,Winter
89,0.04359584644486231,Winter
90,0.017138758571878524,Winter
91,0.035577898716825124,Winter
92,0.05048073913217031,Winter
93,0.03984015640606425,Winter
94,0.04248585846568408,Winter
95,0.042042253986908695,Winter
96,0.03519196505837898,Winter
97,0.03097682398370924,Winter
98,0.04322199637986229,Winter
99,0.035192434086019006,Winter
100,0.04395873737550599,Winter
101,0.030807683113925007,Winter
102,0.04073680647325211,Winter
103,0.014295145113208682,Winter
104,0.03577090103041495,Winter
105,0.022950895588765993,Winter
106,0.03897531770732237,Winter
107,0.0506305269055785,Winter
108,0.031032757613662736,Winter
109,0.06081342475442163,Winter
110,0.04165255228044824,Winter
111,0.0336118476697336,Winter
112,0.038469676497281446,Winter
113,0.052048097210641575,Winter
114,0.03643917049594295,Winter
115,0.03154914536151521,Winter
116,0.017146994346253747,Winter
117,0.0635330920645419,Winter
118,0.04754256011272713,Winter
119,0.041732753990246424,Winter
120,0.027002890245534948,Winter
121,0.02691902549151101,Winter
122,0.03585070236721681,Winter
123,0.04003056783091833,Winter
124,0.027455015900779867,Winter
125,0.055999000808678694,Winter
126,0.048883754724069306,Winter
127,0.054467271584392934,Winter
128,0.06363050095060054,Winter
129,0.046153146157035266,Winter
130,0.03149163056623531,Winter
131,0.04264716092159359,Winter
132,0.05211904164747883,Winter
133,0.02197772766409206,Winter
134,0.03715100482760213,Winter
135,0.022596888156006405,Winter
136,0.026625369297958452,Winter
137,0.031343352487195573,Winter
138,0.033899016286556505,Winter
139,0.0424295150640262,Winter
140,0.04571062876603823,Winter
141,0.030970789122186045,Winter
142,0.03579582148765163,Winter
143,0.04620533359084222,Winter
144,0.055000333419500114,Winter
145,0.044616910237198146,Winter
146,0.030588631013266764,Winter
147,0.02142417942023582,Winter
148,0.0349050264242233,Winter
149,0.03870535971902975,Winter
150,0.0577567919438575,Winter
151,0.029625006154961248,Winter
152,0.04661596038579035,Winter
153,0.043309175792410004,Winter
154,0.03134280834874381,Winter
155,0.02388308426369501,Winter
156,0.025376290171530563,Winter
157,0.034660866746417725,Winter
158,0.03619109405942625,Winter
159,0.05876989292924336,Winter
160,0.04319067963526974,Winter
161,0.05137455534115299,Winter
162,0.018064810161041354,Winter
163,0.051502229714773126,Winter
164,0.03221386872384554,Winter
165,0.02238800320316959,Winter
166,0.03463205182290501,Winter
167,0.0385692564854037,Winter
168,0.06864075839915341,Winter
169,0.022024931521267756,Winter
170,0.04699631578698989,Winter
171,0.07315478535172805,Winter
172,0.01861141349184646,Winter
173,0.03400270925566179,Winter
174,0.025618364930255218,Winter
175,0.0482667968007254,Winter
176,0.0485813013516249,Winter
177,0.05508277485447855,Winter
178,0.059458640538750475,Winter
179,0.046849381324183884,Winter
180,0.046492121864979974,Winter
181,0.022910484227717492,Winter
182,0.045390555786580335,Winter
183,0.02982070110875173,Winter
184,0.03787357207363429,Winter
185,0.011539241190341882,Winter
186,0.03488181349093671,Winter
187,0.03379935630949339,Winter
188,0.020816754444493227,Winter
189,0.03506001302898116,Winter
190,0.0322528131652904,Winter
191,0.06595284914831259,Winter
192,0.024196536781876558,Winter
193,0.02541709437960154,Winter
194,0.0432666349982546,Winter
195,0.02943834736875613,Winter
196,0.04385514846076899,Winter
197,0.07025680693755301,Winter
198,0.03785298173719042,Winter
199,0.03588795028361001,Winter
200,0.028366860283760606,Winter
201,0.053189438024134436,Winter
202,0.048651568973184775,Winter
203,0.04882653349577508,Winter
204,0.05459843236678586,Winter
205,0.043338010935472696,Winter
206,0.04294506273716635,Winter
207,0.05242040221843638,Winter
208,0.050988795398594036,Winter
209,0.04697666352696277,Winter
210,0.03826677486598799,Winter
211,0.02472069755535792,Winter
212,0.03364896470653421,Winter
213,0.06262524300155434,Winter
214,0.043711669455801155,Winter
215,0.053540714746467696,Winter
216,0.04865342219740211,Winter
217,0.03123569014023092,Winter
218,0.031561195975831596,Winter
219,0.044342278840043374,Winter
220,0.04014908789303181,Winter
221,0.04090821499367292,Winter
222,0.04584090451172762,Winter
223,0.03229721888675732,Winter
224,0.04858093053617801,Winter
225,0.027401899418096964,Winter
226,0.05428933285952981,Winter
227,0.04405563542398898,Winter
228,0.03300501861235581,Winter
229,0.03987918857410197,Winter
230,0.024180990091742238,Winter
231,0.03605355702507423,Winter
232,0.026697832648885325,Winter
233,0.03985924117008186,Winter
234,0.01961735813585041,Winter
235,0.053643490599342626,Winter
236,0.024740596031224554,Winter
237,0.037485262667935476,Winter
238,0.017870865454379343,Winter
239,0.028498893171890895,Winter
240,0.023584174782191214,Winter
241,0.040027567222427965,Winter
242,0.05630210005688527,Winter
243,0.020861262271614802,Winter
244,0.026263437861466864,Winter
245,0.0638404809239137,Winter
246,0.021569139116792937,Winter
247,0.05325256282347696,Winter
248,0.04979060300995118,Winter
249,0.05253860245618261,Winter
250,0.03622614817331564,Winter
251,0.02610560606576907,Winter
252,0.016585052253850974,Winter
253,0.04291923421279581,Winter
254,0.04301264574457182,Winter
255,0.04571710006192287,Winter
256,0.04704557772925078,Winter
257,0.04917831772314232,Winter
258,0.05244861080012072,Winter
259,0.07941648546040163,Winter
260,0.03328337903898266,Winter
261,0.02377459076117535,Winter
262,0.030084388135225043,Winter
263,0.04336857491559866,Winter
264,0.011840688306882181,Winter
265,0.03198113157870364,Winter
266,0.01133003316415846,Winter
267,0.054035952304417975,Winter
268,0.05485096112426175,Winter
269,0.02477830863403127,Winter
270,0.04797357696025521,Winter
271,0.03086106362554058,Winter
272,0.06183677243335174,Winter
273,0.0430808936404977,Winter
274,0.03867984109896345,Winter
275,0.022365762655946485,Winter
276,0.0585745062811873,Winter
277,0.04323355391486658,Winter
278,0.050069625836393655,Winter
279,0.05382127899648177,Winter
280,0.029589307540610663,Winter
281,0.10268599657454851,Winter
282,0.042344665729365114,Winter
283,0.04815351118508257,Winter
284,0.04448674758855989,Winter
285,0.027605506165365085,Winter
286,0.07416377653060097,Winter
287,0.0662601429387815,Winter
288,0.030436268255962823,Winter
289,0.03388551340661863,Winter
290,0.03729414412613756,Winter
291,0.02637505038867352,Winter
292,0.06598645711611707,Winter
293,0.04827802762442644,Winter
294,0.03596906826181743,Winter
295,0.030502486848672537,Winter
296,0.03653903861261243,Winter
297,0.09063209707319304,Winter
298,0.025526451285353906,Winter
299,0.030928441657205718,Winter
