,CdS,CrS,NiS,CuS,ZnS,MnS,HgS,AsS,PbS
0,1.3725804669798993,0.7394724668346314,0.6654727274310683,1.3477920349219703,0.42668455982198394,2.326772027680562,0.24129972212761608,0.11809055885643467,1.605678771373495
1,0.2709695418756386,0.3686850882781022,0.06164565558864843,1.358897096115094,0.4397834508373505,0.41267884973018854,0.11013859084070275,0.09803109245536189,0.7771302619326965
2,0.4166613544322838,0.07024251208324744,0.13587671278647528,1.3023138995130292,0.7526561930939977,1.261603889633717,0.051017738991014146,0.10247111648169449,2.028634912549473
3,0.32483455311481985,0.9179523272631338,0.2723717035546107,1.8687754825824503,0.8503766746638837,1.4413236676759977,0.1437045073593341,0.09144368598177248,1.8739032202596482
4,1.1348884671501922,0.2496147421622741,0.01501664560217525,1.0807894240044633,0.5977211397990687,0.962645281304355,0.1155683548166557,0.0928018444065682,0.5369842833077156
5,1.1653979276330788,0.3490033958178308,0.5848253293563834,0.37413182310989,0.7283855973820959,2.567244741669038,0.0963783624234441,0.12177356436496921,0.9793025128927061
6,1.493941169800041,0.348241073325136,0.10009641932979249,1.500067193587273,0.38697050225448315,0.9947373787656543,0.31635076364905795,0.0400033062204848,0.621055417780298
7,0.03046635208826015,0.04264054835350839,0.36217291262387685,0.3202000464717968,0.3651913560223802,1.8754502685458174,0.12177799533932565,0.09331318380378852,1.8332280462306894
8,0.3004701121412713,0.6752683464762643,0.2178583649649239,1.9753504497231988,0.07456616092534057,0.4385459762823767,0.15818061778359097,0.08613800165438595,0.1426594387033534
9,0.31198133160956143,0.5676922310869815,0.2985001166502026,1.085282099296923,0.503498082781161,1.885252315964688,0.289359113722038,0.10534288165054607,1.0221061157766396
10,0.35262484836355407,0.5183500012256999,0.11099950149354335,2.0039567430829957,0.39342976743203584,2.021934174549591,0.2223665184745046,0.04737188311439679,0.3181259046319289
