,mCdW,mCdR,cdW,cdR,PLIW,PLIR,m_PLIW,m_PLIR,m_piW,m_piR
0,13.50452754522284,8.705989317725273,148.54980299745125,95.765882494978,9.298397421818779,5.8925994166250835,8.500396501571736,9.514457133914641,25.83734154818645,18.718897536985803
1,14.039194322344542,8.718439684015088,154.43113754578997,95.90283652416596,9.489457353127706,6.038511230999425,10.909531625441076,6.847640334020305,25.51342736949743,18.682524913148562
2,18.620880255014615,9.75397927063252,204.82968280516076,107.29377197695771,11.904565195288754,7.2108138166577085,12.955844402048822,6.224479455076539,36.89471144492539,19.324737729964564
3,18.155280798710837,9.525810720362351,199.7080887858192,104.78391792398587,11.511159657936599,6.838869010333635,15.305059580153927,6.6033996010101355,35.17380965329921,19.267744223599102
4,17.69732120959867,8.742082218700371,194.67053330558537,96.16290440570408,10.807852161194504,6.184771694718067,15.776137646720157,7.478651397403686,34.277244523328335,18.688048122470434
5,19.116204420080596,10.60695822325674,210.27824862088656,116.67654045582414,11.928130237950612,7.652207051012508,12.027912426921088,5.588690482521004,37.707505458397605,19.27957152689784
6,19.10515236118014,10.484876509313878,210.15667597298153,115.33364160245266,12.874800863056077,7.500864841189351,8.041361349212181,8.748953255377595,36.44198756892974,19.553649542766816
7,18.75124937156686,10.083427453099075,206.26374308723547,110.91770198408982,12.077024082996513,7.3248692235881565,19.161359224006485,8.983210944377296,36.10609757414495,19.563941044764782
8,20.69687123869083,9.74770263619947,227.6655836255991,107.22472899819417,14.386895313076488,6.8940156832072015,5.9669100092561855,10.264907543374843,37.01382768014508,20.063442509056202
9,24.072936091363694,11.543768864553478,264.80229700500064,126.98145751008826,16.55199748043962,7.462288587179974,6.699413163710041,14.31034235042996,51.70119849703139,25.4683376020961
10,21.953264536796347,12.792675790183909,241.4859099047598,140.719433692023,14.864299609313388,9.409409759442735,7.926111503456979,7.207235600912729,38.83794636693919,21.201643048118676
11,17.7500273840233,8.708325795015584,195.2503012242563,95.79158374517142,10.920117621889396,6.1758283026979095,16.519723293060377,7.729927564066128,34.37604237983201,18.798020267088766
12,19.28114853232109,10.676115771954148,212.092633855532,117.43727349149563,12.203821100919347,7.681449620097614,15.379653727587753,7.057819097783686,37.385141911088084,19.912831688551883
13,22.361234679880916,13.025076204588407,245.97358147869008,143.27583825047248,15.444372269567282,8.901152517017557,6.331228289866343,10.213469619824314,40.22776120449849,21.64796211067398
14,21.45059260862486,12.125128847716791,235.95651869487344,133.3764173248847,15.089140178825735,8.266601983261308,6.34148547731201,12.000235203370304,38.884835949517736,21.42309084034442
15,24.559700510360848,11.4776415140827,270.15670561396934,126.2540566549097,16.489030141010733,8.510603387906485,7.975173721286302,7.364572482259568,54.62268983288271,21.860511617831524
16,20.71625623012226,12.133360802001816,227.87881853134485,133.46696882201996,12.998865506899222,8.4568203115113,21.7015009990567,11.526887304347712,39.24025953374889,20.51457960819662
17,18.426749555268955,9.90122129860334,202.6942451079585,108.91343428463675,12.053913146238116,7.288518593859665,12.359039251038533,6.590440284565025,34.526661471310376,20.100994094180432
18,18.833390066284185,9.8888699473557,207.16729072912602,108.77756942091268,12.656127665699103,7.253291184868987,12.197258521620455,6.628007844106105,33.80858293856433,20.410249028890302
19,21.653874843941335,9.343203321698919,238.19262328335466,102.7752365386881,14.827934140725743,6.673650440843328,7.247396615754964,8.603177389840885,47.26620301947828,19.535806206944795
